work_group,expected_source,status,in_primary,in_secondary,in_combined,expected_documents,combined_documents,expected_doc_ids,combined_doc_ids
Caragiale__LaPeles,ro-stories-AP-clean,ok,False,True,True,1,1,Caragiale_LaPeles.txt,Caragiale_LaPeles.txt
Caragiale__LacheSiMache,ro-stories-AP-clean,ok,False,True,True,1,1,Caragiale_LacheSiMache.txt,Caragiale_LacheSiMache.txt
Caragiale__LunaDeMiere,ro-stories-AP-clean,ok,False,True,True,1,1,Caragiale_LunaDeMiere.txt,Caragiale_LunaDeMiere.txt
Caragiale__Mama,ro-stories-AP-clean,ok,False,True,True,1,1,Caragiale_Mama.txt,Caragiale_Mama.txt
Caragiale__MiciEconomii,ro-stories-AP-clean,ok,False,True,True,1,1,Caragiale_MiciEconomii.txt,Caragiale_MiciEconomii.txt
Caragiale__Monopol,ro-stories-AP-clean,ok,False,True,True,1,1,Caragiale_Monopol.txt,Caragiale_Monopol.txt
Caragiale__OConferinta,ro-stories-AP-clean,ok,False,True,True,1,1,Caragiale_OConferinta.txt,Caragiale_OConferinta.txt
Caragiale__OFaclieDePaste,ro-stories-AP-clean,ok,False,True,True,1,1,Caragiale_OFaclieDePaste.txt,Caragiale_OFaclieDePaste.txt
Caragiale__OLacuna,ro-stories-AP-clean,ok,False,True,True,1,1,Caragiale_OLacuna.txt,Caragiale_OLacuna.txt
Caragiale__OZiSolemna,ro-stories-AP-clean,ok,False,True,True,1,1,Caragiale_OZiSolemna.txt,Caragiale_OZiSolemna.txt
Caragiale__OmCuNoroc,ro-stories-AP-clean,ok,False,True,True,1,1,Caragiale_OmCuNoroc.txt,Caragiale_OmCuNoroc.txt
Caragiale__Pacat,ro-stories-AP-clean,ok,False,True,True,1,1,Caragiale_Pacat.txt,Caragiale_Pacat.txt
Caragiale__PastramaTrufanda,ro-stories-AP-clean,ok,False,True,True,1,1,Caragiale_PastramaTrufanda.txt,Caragiale_PastramaTrufanda.txt
Caragiale__Petitiune,ro-stories-AP-clean,ok,False,True,True,1,1,Caragiale_Petitiune.txt,Caragiale_Petitiune.txt
Caragiale__Poveste,ro-stories-AP-clean,ok,False,True,True,1,1,Caragiale_Poveste.txt,Caragiale_Poveste.txt
Caragiale__PremiulIntaiOReminiscentaDinTineretelePedagogului,ro-stories-AP-clean,ok,False,True,True,1,1,Caragiale_PremiulIntaiOReminiscentaDinTineretelePedagogului.txt,Caragiale_PremiulIntaiOReminiscentaDinTineretelePedagogului.txt
Caragiale__ProcesVerbal,ro-stories-AP-clean,ok,False,True,True,1,1,Caragiale_ProcesVerbal.txt,Caragiale_ProcesVerbal.txt
Caragiale__RepausulDuminical,ro-stories-AP-clean,ok,False,True,True,1,1,Caragiale_RepausulDuminical.txt,Caragiale_RepausulDuminical.txt
Caragiale__Situatiunea,ro-stories-AP-clean,ok,False,True,True,1,1,Caragiale_Situatiunea.txt,Caragiale_Situatiunea.txt
Caragiale__Succes,ro-stories-AP-clean,ok,False,True,True,1,1,Caragiale_Succes.txt,Caragiale_Succes.txt
Caragiale__Tal,ro-stories-AP-clean,ok,False,True,True,1,1,Caragiale_Tal.txt,Caragiale_Tal.txt
Caragiale__Tempora,ro-stories-AP-clean,ok,False,True,True,1,1,Caragiale_Tempora.txt,Caragiale_Tempora.txt
Caragiale__TrenDePlacere,ro-stories-AP-clean,ok,False,True,True,1,1,Caragiale_TrenDePlacere.txt,Caragiale_TrenDePlacere.txt
Caragiale__TriumfulTalentului,ro-stories-AP-clean,ok,False,True,True,1,1,Caragiale_TriumfulTalentului.txt,Caragiale_TriumfulTalentului.txt
Caragiale__UltimaEmisiune,ro-stories-AP-clean,ok,False,True,True,1,1,Caragiale_UltimaEmisiune.txt,Caragiale_UltimaEmisiune.txt
Caragiale__UltimaOra,ro-stories-AP-clean,ok,False,True,True,1,1,Caragiale_UltimaOra.txt,Caragiale_UltimaOra.txt
Caragiale__Vizita,ro-stories-AP-clean,ok,False,True,True,1,1,Caragiale_Vizita.txt,Caragiale_Vizita.txt
Creanga__AculSiBarosul,ROST,ok,True,True,True,1,1,Creanga_AculSiBarosul.txt,Creanga_AculSiBarosul.txt
Creanga__AmintiriDinCopilarie,ROST,ok,True,False,True,4,4,Creanga_AmintiriDinCopilarie-1.txt|Creanga_AmintiriDinCopilarie-2.txt|Creanga_AmintiriDinCopilarie-3.txt|Creanga_AmintiriDinCopilarie-4.txt,Creanga_AmintiriDinCopilarie-1.txt|Creanga_AmintiriDinCopilarie-2.txt|Creanga_AmintiriDinCopilarie-3.txt|Creanga_AmintiriDinCopilarie-4.txt
Creanga__AmintiriDinCopilarieI,ro-stories-AP-clean,mismatch,False,True,False,1,0,Creanga_AmintiriDinCopilarieI.txt,
Creanga__CapraCuTreiIezi,ROST,ok,True,True,True,1,1,Creanga_CapraCuTreiIezi.txt,Creanga_CapraCuTreiIezi.txt
Creanga__CinciPaini,ROST,ok,True,True,True,1,1,Creanga_CinciPaini.txt,Creanga_CinciPaini.txt
Creanga__DanilaPrepeleac,ROST,ok,True,True,True,1,1,Creanga_DanilaPrepeleac.txt,Creanga_DanilaPrepeleac.txt
Creanga__DragosteChioaraSiAmoriuGhebos,ro-stories-AP-clean,ok,False,True,True,1,1,Creanga_DragosteChioaraSiAmoriuGhebos.txt,Creanga_DragosteChioaraSiAmoriuGhebos.txt
Creanga__FatFrumosFiulIepei,ROST,ok,True,True,True,1,1,Creanga_FatFrumosFiulIepei.txt,Creanga_FatFrumosFiulIepei.txt
Creanga__FataBabeiSiFataMosneagului,ROST,ok,True,True,True,1,1,Creanga_FataBabeiSiFataMosneagului.txt,Creanga_FataBabeiSiFataMosneagului.txt
Creanga__FragmentDeAutobiografie,ROST,ok,True,True,True,1,1,Creanga_FragmentDeAutobiografie.txt,Creanga_FragmentDeAutobiografie.txt
Creanga__IezuitismulInRomania,ro-stories-AP-clean,ok,False,True,True,1,1,Creanga_IezuitismulInRomania.txt,Creanga_IezuitismulInRomania.txt
Creanga__IntimpinareLaCriticaDomnuluiNadejde,ro-stories-AP-clean,ok,False,True,True,1,1,Creanga_IntimpinareLaCriticaDomnuluiNadejde.txt,Creanga_IntimpinareLaCriticaDomnuluiNadejde.txt
Creanga__InulSiCamesa,ROST,ok,True,True,True,1,1,Creanga_InulSiCamesa.txt,Creanga_InulSiCamesa.txt
Creanga__IonRoataSiCuzaVoda,ROST,ok,True,True,True,1,1,Creanga_IonRoataSiCuzaVoda.txt,Creanga_IonRoataSiCuzaVoda.txt
Creanga__IvanTurbinca,ROST,ok,True,True,True,1,1,Creanga_IvanTurbinca.txt,Creanga_IvanTurbinca.txt
Creanga__MisiuneaPreotuluiLaSate,ro-stories-AP-clean,ok,False,True,True,1,1,Creanga_MisiuneaPreotuluiLaSate.txt,Creanga_MisiuneaPreotuluiLaSate.txt
Creanga__MosIonRoataSiUnirea,ROST,ok,True,True,True,1,1,Creanga_MosIonRoataSiUnirea.txt,Creanga_MosIonRoataSiUnirea.txt
Creanga__MosNichiforCotcariul,ROST,ok,True,True,True,1,1,Creanga_MosNichiforCotcariul.txt,Creanga_MosNichiforCotcariul.txt
Creanga__OIntrebareDLuiGorjan,ro-stories-AP-clean,ok,False,True,True,1,1,Creanga_OIntrebareDLuiGorjan.txt,Creanga_OIntrebareDLuiGorjan.txt
Creanga__Pacala,ROST,ok,True,True,True,1,1,Creanga_Pacala.txt,Creanga_Pacala.txt
Creanga__PopaDuhu,ROST,ok,True,True,True,1,1,Creanga_PopaDuhu.txt,Creanga_PopaDuhu.txt
Creanga__PovesteaLuiHarapAlb,ROST,ok,True,True,True,1,1,Creanga_PovesteaLuiHarapAlb.txt,Creanga_PovesteaLuiHarapAlb.txt
Creanga__PovesteaLuiIonicaCelProst,ROST,ok,True,True,True,1,1,Creanga_PovesteaLuiIonicaCelProst.txt,Creanga_PovesteaLuiIonicaCelProst.txt
Creanga__PovesteaLuiStanPatitul,ROST,ok,True,True,True,1,1,Creanga_PovesteaLuiStanPatitul.txt,Creanga_PovesteaLuiStanPatitul.txt
Creanga__PovesteaPorculuI,ro-stories-AP-clean,mismatch,False,False,True,0,1,,Creanga_PovesteaPorculuI.txt
Creanga__PovesteaPorcului,ROST,mismatch,True,True,False,1,0,Creanga_PovesteaPorcului.txt,
Creanga__PovesteaPovestiloR,ro-stories-AP-clean,mismatch,False,False,True,0,1,,Creanga_PovesteaPovestiloR.txt
Creanga__PovesteaPovestilor,ROST,mismatch,True,True,False,1,0,Creanga_PovesteaPovestilor.txt,
Creanga__PovesteaUnuiOmLenes,ROST,ok,True,True,True,1,1,Creanga_PovesteaUnuiOmLenes.txt,Creanga_PovesteaUnuiOmLenes.txt
Creanga__ProstiaOmeneasca,ROST,ok,True,False,True,1,1,Creanga_ProstiaOmeneasca.txt,Creanga_ProstiaOmeneasca.txt
Creanga__ProstiaOmeneascaPoveste,ro-stories-AP-clean,mismatch,False,True,False,1,0,Creanga_ProstiaOmeneascaPoveste.txt,
Creanga__PungutaCuDoiBani,ROST,ok,True,True,True,1,1,Creanga_PungutaCuDoiBani.txt,Creanga_PungutaCuDoiBani.txt
Creanga__RaspunsDomnuluiIoanPopFlorantin,ro-stories-AP-clean,ok,False,True,True,1,1,Creanga_RaspunsDomnuluiIoanPopFlorantin.txt,Creanga_RaspunsDomnuluiIoanPopFlorantin.txt
Creanga__ScrisoriCatreAcCuza,ro-stories-AP-clean,ok,False,True,True,1,1,Creanga_ScrisoriCatreAcCuza.txt,Creanga_ScrisoriCatreAcCuza.txt
Creanga__ScrisoriCatreEcaterinaVartic,ro-stories-AP-clean,ok,False,True,True,1,1,Creanga_ScrisoriCatreEcaterinaVartic.txt,Creanga_ScrisoriCatreEcaterinaVartic.txt
Creanga__ScrisoriCatreElenaCreangaChitei,ro-stories-AP-clean,ok,False,True,True,1,1,Creanga_ScrisoriCatreElenaCreangaChitei.txt,Creanga_ScrisoriCatreElenaCreangaChitei.txt
Creanga__ScrisoriCatreGheorgheCreanga,ro-stories-AP-clean,ok,False,True,True,1,1,Creanga_ScrisoriCatreGheorgheCreanga.txt,Creanga_ScrisoriCatreGheorgheCreanga.txt
Creanga__ScrisoriCatreIacobNegruzzi,ro-stories-AP-clean,ok,False,True,True,1,1,Creanga_ScrisoriCatreIacobNegruzzi.txt,Creanga_ScrisoriCatreIacobNegruzzi.txt
Creanga__ScrisoriCatreIonSlavici,ro-stories-AP-clean,ok,False,True,True,1,1,Creanga_ScrisoriCatreIonSlavici.txt,Creanga_ScrisoriCatreIonSlavici.txt
Creanga__ScrisoriCatreMihaiEminescu,ro-stories-AP-clean,ok,False,True,True,1,1,Creanga_ScrisoriCatreMihaiEminescu.txt,Creanga_ScrisoriCatreMihaiEminescu.txt
Creanga__ScrisoriCatreMihailKogalniceanu,ro-stories-AP-clean,ok,False,True,True,1,1,Creanga_ScrisoriCatreMihailKogalniceanu.txt,Creanga_ScrisoriCatreMihailKogalniceanu.txt
Creanga__ScrisoriCatreNicolaeGane,ro-stories-AP-clean,ok,False,True,True,1,1,Creanga_ScrisoriCatreNicolaeGane.txt,Creanga_ScrisoriCatreNicolaeGane.txt
Creanga__ScrisoriCatreSocRomaniaJuna,ro-stories-AP-clean,ok,False,True,True,1,1,Creanga_ScrisoriCatreSocRomaniaJuna.txt,Creanga_ScrisoriCatreSocRomaniaJuna.txt
Creanga__ScrisoriCatreTituMaiorescu,ro-stories-AP-clean,ok,False,True,True,1,1,Creanga_ScrisoriCatreTituMaiorescu.txt,Creanga_ScrisoriCatreTituMaiorescu.txt
Creanga__ScrisoriCatreVasileConta,ro-stories-AP-clean,ok,False,True,True,1,1,Creanga_ScrisoriCatreVasileConta.txt,Creanga_ScrisoriCatreVasileConta.txt
Creanga__ScrisoriCatreVictorZaharovschi,ro-stories-AP-clean,ok,False,True,True,1,1,Creanga_ScrisoriCatreVictorZaharovschi.txt,Creanga_ScrisoriCatreVictorZaharovschi.txt
Creanga__ScrisoriCatreZaheiCreanga,ro-stories-AP-clean,ok,False,True,True,1,1,Creanga_ScrisoriCatreZaheiCreanga.txt,Creanga_ScrisoriCatreZaheiCreanga.txt
Creanga__SoacraCuTreiNurori,ROST,ok,True,True,True,1,1,Creanga_SoacraCuTreiNurori.txt,Creanga_SoacraCuTreiNurori.txt
Creanga__UrsulPacalitDeVulpe,ROST,ok,True,True,True,1,1,Creanga_UrsulPacalitDeVulpe.txt,Creanga_UrsulPacalitDeVulpe.txt
Delavrancea__ApaSiFoc,ROST,ok,True,True,True,1,1,Delavrancea_ApaSiFoc.txt,Delavrancea_ApaSiFoc.txt
Delavrancea__BoacaSiOnea,ROST,mismatch,True,True,True,1,1,Delavrancea_BoacaSiOnea.txt,Delavrancea_BoacaSiOnea.txt
Delavrancea__Bunica,ROST,ok,True,True,True,1,1,Delavrancea_Bunica.txt,Delavrancea_Bunica.txt
Delavrancea__Bunicul,ROST,ok,True,True,True,1,1,Delavrancea_Bunicul.txt,Delavrancea_Bunicul.txt
Delavrancea__Bursierul,ROST,ok,True,True,True,1,1,Delavrancea_Bursierul.txt,Delavrancea_Bursierul.txt
Delavrancea__DeAziSiDeDemult,ROST,ok,True,True,True,1,1,Delavrancea_DeAziSiDeDemult.txt,Delavrancea_DeAziSiDeDemult.txt
Delavrancea__DeparteDeparte,ROST,mismatch,True,True,True,1,1,Delavrancea_DeparteDeparte.txt,Delavrancea_DeparteDeparte.txt
Delavrancea__DinMemoriileTrubadurului,ROST,ok,True,True,True,1,1,Delavrancea_DinMemoriileTrubadurului.txt,Delavrancea_DinMemoriileTrubadurului.txt
Delavrancea__DomnulVucea,ROST,ok,True,True,True,1,1,Delavrancea_DomnulVucea.txt,Delavrancea_DomnulVucea.txt
Delavrancea__DouaLacrimi,ROST,ok,True,True,True,1,1,Delavrancea_DouaLacrimi.txt,Delavrancea_DouaLacrimi.txt
Delavrancea__FantaCella,ROST,ok,True,True,True,1,1,Delavrancea_FantaCella.txt,Delavrancea_FantaCella.txt
Delavrancea__FataMosului,ROST,ok,True,True,True,1,1,Delavrancea_FataMosului.txt,Delavrancea_FataMosului.txt
Delavrancea__HagiTudose,ROST,ok,True,True,True,1,1,Delavrancea_HagiTudose.txt,Delavrancea_HagiTudose.txt
Delavrancea__IancuMoroi,ROST,ok,True,True,True,1,1,Delavrancea_IancuMoroi.txt,Delavrancea_IancuMoroi.txt
Delavrancea__InainteDeAlegeri,ROST,ok,True,True,True,1,1,Delavrancea_InainteDeAlegeri.txt,Delavrancea_InainteDeAlegeri.txt
Delavrancea__Irinel,ROST,ok,True,True,True,1,1,Delavrancea_Irinel.txt,Delavrancea_Irinel.txt
Delavrancea__Lene,ROST,ok,True,True,True,1,1,Delavrancea_Lene.txt,Delavrancea_Lene.txt
Delavrancea__Liniste,ROST,ok,True,True,True,1,1,Delavrancea_Liniste.txt,Delavrancea_Liniste.txt
Delavrancea__MareleDuce,ROST,ok,True,True,True,1,1,Delavrancea_MareleDuce.txt,Delavrancea_MareleDuce.txt
Delavrancea__Micutii,ROST,ok,True,True,True,1,1,Delavrancea_Micutii.txt,Delavrancea_Micutii.txt
Delavrancea__Milogul,ROST,ok,True,True,True,1,1,Delavrancea_Milogul.txt,Delavrancea_Milogul.txt
Delavrancea__MosCraciun,ROST,ok,True,True,True,1,1,Delavrancea_MosCraciun.txt,Delavrancea_MosCraciun.txt
Delavrancea__Neghinita,ROST,ok,True,True,True,1,1,Delavrancea_Neghinita.txt,Delavrancea_Neghinita.txt
Delavrancea__NoroculDracului,ROST,ok,True,True,True,1,1,Delavrancea_NoroculDracului.txt,Delavrancea_NoroculDracului.txt
Delavrancea__NuEGeabaCafea,ROST,ok,True,True,True,1,1,Delavrancea_NuEGeabaCafea.txt,Delavrancea_NuEGeabaCafea.txt
Delavrancea__Odinioara,ROST,ok,True,True,True,1,1,Delavrancea_Odinioara.txt,Delavrancea_Odinioara.txt
Delavrancea__PalatulDeClestar,ROST,ok,True,True,True,1,1,Delavrancea_PalatulDeClestar.txt,Delavrancea_PalatulDeClestar.txt
Delavrancea__Parazitii,ROST,ok,True,True,True,1,1,Delavrancea_Parazitii.txt,Delavrancea_Parazitii.txt
Delavrancea__Poveste,ROST,ok,True,True,True,1,1,Delavrancea_Poveste.txt,Delavrancea_Poveste.txt
Delavrancea__PravoslavniculSiSlaninele,ro-stories-AP-clean,mismatch,False,True,True,1,1,Delavrancea_PravoslavniculSiSlaninele.txt,Delavrancea_PravoslavniculSiSlaninele.txt
Delavrancea__PravoslavniculSiSlaninile,ROST,mismatch,True,True,False,1,0,Delavrancea_PravoslavniculSiSlaninile.txt,
Delavrancea__Razmirita,ROST,ok,True,True,True,1,1,Delavrancea_Razmirita.txt,Delavrancea_Razmirita.txt
Delavrancea__SadiElMahib,ROST,ok,True,True,True,1,1,Delavrancea_SadiElMahib.txt,Delavrancea_SadiElMahib.txt
Delavrancea__Sentino,ROST,ok,True,True,True,1,1,Delavrancea_Sentino.txt,Delavrancea_Sentino.txt
Delavrancea__Sorcova,ROST,ok,True,True,True,1,1,Delavrancea_Sorcova.txt,Delavrancea_Sorcova.txt
Delavrancea__StapaneaOdata,ROST,mismatch,True,True,True,1,1,Delavrancea_StapaneaOdata.txt,Delavrancea_StapaneaOdata.txt
Delavrancea__Suer,ROST,ok,True,True,True,1,1,Delavrancea_Suer.txt,Delavrancea_Suer.txt
Delavrancea__Sultanica,ROST,ok,True,True,True,1,1,Delavrancea_Sultanica.txt,Delavrancea_Sultanica.txt
Delavrancea__Susana,ROST,ok,True,True,True,1,1,Delavrancea_Susana.txt,Delavrancea_Susana.txt
Delavrancea__Trubadurul,ROST,ok,True,True,True,1,1,Delavrancea_Trubadurul.txt,Delavrancea_Trubadurul.txt
Delavrancea__Vacantie,ROST,mismatch,True,True,True,1,1,Delavrancea_Vacantie.txt,Delavrancea_Vacantie.txt
Delavrancea__Vaduvele,ROST,ok,True,True,True,1,1,Delavrancea_Vaduvele.txt,Delavrancea_Vaduvele.txt
Delavrancea__Zigzag,ROST,mismatch,True,True,True,1,1,Delavrancea_Zigzag.txt,Delavrancea_Zigzag.txt
Delavrancea__Zobie,ROST,ok,True,True,True,1,1,Delavrancea_Zobie.txt,Delavrancea_Zobie.txt
Demetrescu__Arborii,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_Arborii.txt,Demetrescu_Arborii.txt
Demetrescu__ArtaSiArta,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_ArtaSiArta.txt,Demetrescu_ArtaSiArta.txt
Demetrescu__BirjarulDinSalzburg,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_BirjarulDinSalzburg.txt,Demetrescu_BirjarulDinSalzburg.txt
Demetrescu__Carutasul,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_Carutasul.txt,Demetrescu_Carutasul.txt
Demetrescu__CeNuSeIarta,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_CeNuSeIarta.txt,Demetrescu_CeNuSeIarta.txt
Demetrescu__ContrasteDeCraciun,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_ContrasteDeCraciun.txt,Demetrescu_ContrasteDeCraciun.txt
Demetrescu__Copiii,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_Copiii.txt,Demetrescu_Copiii.txt
Demetrescu__Copilul,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_Copilul.txt,Demetrescu_Copilul.txt
Demetrescu__Credinciosii,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_Credinciosii.txt,Demetrescu_Credinciosii.txt
Demetrescu__CrengiUscate,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_CrengiUscate.txt,Demetrescu_CrengiUscate.txt
Demetrescu__CumSAuDespartit,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_CumSAuDespartit.txt,Demetrescu_CumSAuDespartit.txt
Demetrescu__CuvinteZadarnice,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_CuvinteZadarnice.txt,Demetrescu_CuvinteZadarnice.txt
Demetrescu__Evreul,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_Evreul.txt,Demetrescu_Evreul.txt
Demetrescu__FaraTitlu,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_FaraTitlu.txt,Demetrescu_FaraTitlu.txt
Demetrescu__FemeiaCareInsala,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_FemeiaCareInsala.txt,Demetrescu_FemeiaCareInsala.txt
Demetrescu__Filip,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_Filip.txt,Demetrescu_Filip.txt
Demetrescu__Fluture,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_Fluture.txt,Demetrescu_Fluture.txt
Demetrescu__Foamea,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_Foamea.txt,Demetrescu_Foamea.txt
Demetrescu__GestulFrumos,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_GestulFrumos.txt,Demetrescu_GestulFrumos.txt
Demetrescu__Inselatoare,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_Inselatoare.txt,Demetrescu_Inselatoare.txt
Demetrescu__IntaiaNinsoare,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_IntaiaNinsoare.txt,Demetrescu_IntaiaNinsoare.txt
Demetrescu__IntrOMenajerie,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_IntrOMenajerie.txt,Demetrescu_IntrOMenajerie.txt
Demetrescu__Jidanca,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_Jidanca.txt,Demetrescu_Jidanca.txt
Demetrescu__LaCurteaCuJuri,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_LaCurteaCuJuri.txt,Demetrescu_LaCurteaCuJuri.txt
Demetrescu__LaRasaritulLunii,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_LaRasaritulLunii.txt,Demetrescu_LaRasaritulLunii.txt
Demetrescu__LangaOCruce,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_LangaOCruce.txt,Demetrescu_LangaOCruce.txt
Demetrescu__Marturisire,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_Marturisire.txt,Demetrescu_Marturisire.txt
Demetrescu__Modele,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_Modele.txt,Demetrescu_Modele.txt
Demetrescu__OCasaVeche,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_OCasaVeche.txt,Demetrescu_OCasaVeche.txt
Demetrescu__OConfesiune,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_OConfesiune.txt,Demetrescu_OConfesiune.txt
Demetrescu__OReprezentare,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_OReprezentare.txt,Demetrescu_OReprezentare.txt
Demetrescu__OVizita,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_OVizita.txt,Demetrescu_OVizita.txt
Demetrescu__OreDeCitire,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_OreDeCitire.txt,Demetrescu_OreDeCitire.txt
Demetrescu__Ostenitii,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_Ostenitii.txt,Demetrescu_Ostenitii.txt
Demetrescu__PadureaDinSolca,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_PadureaDinSolca.txt,Demetrescu_PadureaDinSolca.txt
Demetrescu__PaltoaneVechi,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_PaltoaneVechi.txt,Demetrescu_PaltoaneVechi.txt
Demetrescu__Papusa,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_Papusa.txt,Demetrescu_Papusa.txt
Demetrescu__PeLac,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_PeLac.txt,Demetrescu_PeLac.txt
Demetrescu__PeTerasa,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_PeTerasa.txt,Demetrescu_PeTerasa.txt
Demetrescu__Popescu,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_Popescu.txt,Demetrescu_Popescu.txt
Demetrescu__PrimaTigare,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_PrimaTigare.txt,Demetrescu_PrimaTigare.txt
Demetrescu__PrintreClowni,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_PrintreClowni.txt,Demetrescu_PrintreClowni.txt
Demetrescu__RasSiLacrami,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_RasSiLacrami.txt,Demetrescu_RasSiLacrami.txt
Demetrescu__Realitatea,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_Realitatea.txt,Demetrescu_Realitatea.txt
Demetrescu__Regele,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_Regele.txt,Demetrescu_Regele.txt
Demetrescu__Rozele,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_Rozele.txt,Demetrescu_Rozele.txt
Demetrescu__Rugaciunea,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_Rugaciunea.txt,Demetrescu_Rugaciunea.txt
Demetrescu__Scheletul,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_Scheletul.txt,Demetrescu_Scheletul.txt
Demetrescu__ScrisoriGasite,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_ScrisoriGasite.txt,Demetrescu_ScrisoriGasite.txt
Demetrescu__SfarsitulPoemei,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_SfarsitulPoemei.txt,Demetrescu_SfarsitulPoemei.txt
Demetrescu__Silueta,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_Silueta.txt,Demetrescu_Silueta.txt
Demetrescu__Simplu,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_Simplu.txt,Demetrescu_Simplu.txt
Demetrescu__SufleteNeintelese,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_SufleteNeintelese.txt,Demetrescu_SufleteNeintelese.txt
Demetrescu__SurasulCopilului,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_SurasulCopilului.txt,Demetrescu_SurasulCopilului.txt
Demetrescu__TeIubesc,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_TeIubesc.txt,Demetrescu_TeIubesc.txt
Demetrescu__Tiganii,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_Tiganii.txt,Demetrescu_Tiganii.txt
Demetrescu__Timid,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_Timid.txt,Demetrescu_Timid.txt
Demetrescu__UnAmic,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_UnAmic.txt,Demetrescu_UnAmic.txt
Demetrescu__UnBogat,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_UnBogat.txt,Demetrescu_UnBogat.txt
Demetrescu__UnBratDeLemne,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_UnBratDeLemne.txt,Demetrescu_UnBratDeLemne.txt
Demetrescu__UnFermecator,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_UnFermecator.txt,Demetrescu_UnFermecator.txt
Demetrescu__UnOmDePrisos,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_UnOmDePrisos.txt,Demetrescu_UnOmDePrisos.txt
Demetrescu__Valsul,ro-stories-AP-clean,ok,False,True,True,1,1,Demetrescu_Valsul.txt,Demetrescu_Valsul.txt
Eminescu__Archaeus,ROST,ok,True,True,True,1,1,Eminescu_Archaeus.txt,Eminescu_Archaeus.txt
Eminescu__AurMarireSiAmor,ROST,ok,True,True,True,1,1,Eminescu_AurMarireSiAmor.txt,Eminescu_AurMarireSiAmor.txt
